order_id,order_date,month,day_of_week,category,product,franchise,sales_channel,region,unit_price,quantity,gross_revenue,discount_pct,discount_amt,net_revenue,customer_satisfaction,returned
14585,2024-08-11,8,Sunday,Apparel,Hat,Fantasy Kingdom,Online Store,West Coast,55.39,1,55.39,0,0.0,55.39,4,0
14586,2024-08-11,8,Sunday,Toys,Puzzle,Hero Squad,Online Store,West Coast,26.93,1,26.93,20,5.39,21.54,3,0
14587,2024-08-11,8,Sunday,Apparel,T-Shirt,Fantasy Kingdom,Pop-Up Event,East Coast,52.85,2,105.7,0,0.0,105.7,3,0
14588,2024-08-11,8,Sunday,Collectibles,Limited Print,Ocean Tales,Online Store,East Coast,63.53,1,63.53,15,9.53,54.0,1,0
14589,2024-08-11,8,Sunday,Accessories,Watch,Ocean Tales,Online Store,West Coast,26.44,2,52.88,25,13.22,39.66,5,0
14590,2024-08-11,8,Sunday,Apparel,Jacket,Space Rangers,Online Store,West Coast,45.21,1,45.21,0,0.0,45.21,4,1
14591,2024-08-11,8,Sunday,Collectibles,Coin Set,Fantasy Kingdom,Retail Partner,East Coast,60.85,1,60.85,5,3.04,57.81,5,0
14592,2024-08-11,8,Sunday,Apparel,T-Shirt,Enchanted Forest,Retail Partner,Midwest,30.76,1,30.76,0,0.0,30.76,5,0
14593,2024-08-11,8,Sunday,Home,Mug,Fantasy Kingdom,Retail Partner,Midwest,25.11,1,25.11,25,6.28,18.83,5,0
14594,2024-08-11,8,Sunday,Collectibles,Limited Print,Space Rangers,Theme Park Shop,East Coast,75.98,2,151.96,15,22.79,129.17,5,0
14595,2024-08-11,8,Sunday,Home,Ornament,Space Rangers,Retail Partner,West Coast,18.22,2,36.44,0,0.0,36.44,3,0
14596,2024-08-11,8,Sunday,Toys,Puzzle,Space Rangers,Theme Park Shop,Midwest,34.7,3,104.1,20,20.82,83.28,5,0
14597,2024-08-11,8,Sunday,Apparel,T-Shirt,Ocean Tales,Online Store,Southeast,42.31,2,84.62,25,21.16,63.46,3,0
14598,2024-08-11,8,Sunday,Apparel,Jacket,Hero Squad,Theme Park Shop,Midwest,30.62,1,30.62,25,7.66,22.96,4,1
14599,2024-08-11,8,Sunday,Apparel,Dress,Space Rangers,Online Store,West Coast,43.86,1,43.86,15,6.58,37.28,2,0
14600,2024-08-11,8,Sunday,Toys,Plush Toy,Fantasy Kingdom,Pop-Up Event,East Coast,22.41,2,44.82,5,2.24,42.58,5,0
14601,2024-08-11,8,Sunday,Accessories,Watch,Fantasy Kingdom,Online Store,Southeast,30.76,2,61.52,15,9.23,52.29,5,0
14602,2024-08-11,8,Sunday,Accessories,Keychain,Fantasy Kingdom,Retail Partner,Midwest,29.7,4,118.8,20,23.76,95.04,5,0
14603,2024-08-11,8,Sunday,Apparel,Dress,Ocean Tales,Online Store,West Coast,23.35,2,46.7,25,11.68,35.02,4,0
14604,2024-08-11,8,Sunday,Accessories,Backpack,Enchanted Forest,Theme Park Shop,Southeast,16.69,3,50.07,15,7.51,42.56,2,0
14605,2024-08-11,8,Sunday,Accessories,Keychain,Hero Squad,Online Store,Midwest,19.61,2,39.22,0,0.0,39.22,4,0
14606,2024-08-12,8,Monday,Apparel,Dress,Space Rangers,Online Store,Midwest,28.98,1,28.98,0,0.0,28.98,4,0
14607,2024-08-12,8,Monday,Home,Candle,Ocean Tales,Online Store,West Coast,26.63,1,26.63,0,0.0,26.63,5,0
14608,2024-08-12,8,Monday,Accessories,Backpack,Hero Squad,Online Store,West Coast,16.17,2,32.34,0,0.0,32.34,4,0
14609,2024-08-12,8,Monday,Apparel,Dress,Fantasy Kingdom,Retail Partner,International,43.92,2,87.84,20,17.57,70.27,4,0
14610,2024-08-12,8,Monday,Apparel,Hoodie,Space Rangers,Retail Partner,West Coast,37.97,2,75.94,0,0.0,75.94,5,0
14611,2024-08-12,8,Monday,Accessories,Keychain,Ocean Tales,Online Store,International,32.34,3,97.02,10,9.7,87.32,3,0
14612,2024-08-12,8,Monday,Toys,Action Figure,Ocean Tales,Retail Partner,East Coast,43.34,3,130.02,0,0.0,130.02,4,1
14613,2024-08-12,8,Monday,Collectibles,Limited Print,Enchanted Forest,Online Store,International,78.37,1,78.37,20,15.67,62.7,4,0
14614,2024-08-12,8,Monday,Accessories,Phone Case,Hero Squad,Theme Park Shop,East Coast,16.63,3,49.89,0,0.0,49.89,5,0
14615,2024-08-12,8,Monday,Accessories,Phone Case,Space Rangers,Theme Park Shop,West Coast,12.62,1,12.62,0,0.0,12.62,4,1
14616,2024-08-12,8,Monday,Apparel,Hoodie,Hero Squad,Theme Park Shop,Southeast,26.47,1,26.47,0,0.0,26.47,5,1
14617,2024-08-12,8,Monday,Toys,Plush Toy,Ocean Tales,Pop-Up Event,Southeast,28.64,2,57.28,0,0.0,57.28,4,0
14618,2024-08-12,8,Monday,Collectibles,Art Book,Ocean Tales,Online Store,East Coast,35.68,1,35.68,20,7.14,28.54,3,0
14619,2024-08-12,8,Monday,Collectibles,Vinyl Figure,Ocean Tales,Online Store,Midwest,68.37,2,136.74,20,27.35,109.39,5,0
14620,2024-08-12,8,Monday,Toys,Plush Toy,Space Rangers,Pop-Up Event,Midwest,41.74,1,41.74,0,0.0,41.74,1,0
14621,2024-08-12,8,Monday,Apparel,Hoodie,Hero Squad,Online Store,Southeast,40.82,1,40.82,20,8.16,32.66,4,0
14622,2024-08-12,8,Monday,Toys,Action Figure,Enchanted Forest,Theme Park Shop,East Coast,31.45,1,31.45,10,3.15,28.3,5,0
14623,2024-08-12,8,Monday,Toys,Plush Toy,Enchanted Forest,Theme Park Shop,West Coast,22.73,2,45.46,0,0.0,45.46,4,0
14624,2024-08-12,8,Monday,Collectibles,Figurine,Enchanted Forest,Theme Park Shop,West Coast,63.13,1,63.13,5,3.16,59.97,5,0
14625,2024-08-12,8,Monday,Accessories,Watch,Hero Squad,Retail Partner,Midwest,24.89,3,74.67,15,11.2,63.47,4,0
14626,2024-08-12,8,Monday,Accessories,Pin Set,Ocean Tales,Theme Park Shop,Southeast,14.67,2,29.34,10,2.93,26.41,3,0
14627,2024-08-12,8,Monday,Apparel,Hoodie,Ocean Tales,Pop-Up Event,West Coast,39.55,4,158.2,15,23.73,134.47,3,0
14628,2024-08-12,8,Monday,Accessories,Backpack,Ocean Tales,Online Store,International,31.61,1,31.61,20,6.32,25.29,4,0
14629,2024-08-12,8,Monday,Collectibles,Art Book,Hero Squad,Online Store,West Coast,78.3,1,78.3,15,11.74,66.56,4,0
14630,2024-08-12,8,Monday,Collectibles,Limited Print,Ocean Tales,Online Store,East Coast,52.37,2,104.74,5,5.24,99.5,4,0
14631,2024-08-12,8,Monday,Apparel,Hat,Ocean Tales,Theme Park Shop,West Coast,30.59,2,61.18,20,12.24,48.94,3,0
14632,2024-08-12,8,Monday,Toys,Board Game,Hero Squad,Pop-Up Event,International,34.07,1,34.07,0,0.0,34.07,5,0
14633,2024-08-13,8,Tuesday,Collectibles,Coin Set,Fantasy Kingdom,Online Store,Midwest,70.79,5,353.95,0,0.0,353.95,4,0
14634,2024-08-13,8,Tuesday,Toys,Action Figure,Ocean Tales,Theme Park Shop,West Coast,30.68,2,61.36,0,0.0,61.36,4,0
14635,2024-08-13,8,Tuesday,Collectibles,Coin Set,Enchanted Forest,Theme Park Shop,West Coast,49.27,2,98.54,5,4.93,93.61,5,0
14636,2024-08-13,8,Tuesday,Home,Wall Art,Fantasy Kingdom,Online Store,East Coast,27.26,2,54.52,10,5.45,49.07,4,0
14637,2024-08-13,8,Tuesday,Collectibles,Limited Print,Space Rangers,Retail Partner,Midwest,36.85,2,73.7,10,7.37,66.33,3,0
14638,2024-08-13,8,Tuesday,Accessories,Phone Case,Space Rangers,Theme Park Shop,West Coast,28.85,2,57.7,0,0.0,57.7,4,0
14639,2024-08-13,8,Tuesday,Accessories,Pin Set,Hero Squad,Theme Park Shop,Southeast,19.21,1,19.21,15,2.88,16.33,3,0
14640,2024-08-13,8,Tuesday,Accessories,Keychain,Fantasy Kingdom,Theme Park Shop,East Coast,21.56,1,21.56,20,4.31,17.25,2,0
14641,2024-08-13,8,Tuesday,Home,Candle,Ocean Tales,Online Store,East Coast,32.22,3,96.66,5,4.83,91.83,3,0
14642,2024-08-13,8,Tuesday,Accessories,Backpack,Ocean Tales,Theme Park Shop,Southeast,28.35,1,28.35,10,2.83,25.52,4,0
14643,2024-08-13,8,Tuesday,Collectibles,Figurine,Fantasy Kingdom,Theme Park Shop,West Coast,53.76,1,53.76,25,13.44,40.32,4,1
14644,2024-08-13,8,Tuesday,Accessories,Backpack,Ocean Tales,Retail Partner,East Coast,14.18,2,28.36,0,0.0,28.36,4,0
14645,2024-08-13,8,Tuesday,Apparel,T-Shirt,Enchanted Forest,Online Store,East Coast,40.38,1,40.38,15,6.06,34.32,5,0
14646,2024-08-13,8,Tuesday,Accessories,Watch,Hero Squad,Theme Park Shop,Midwest,31.69,2,63.38,25,15.85,47.53,4,0
14647,2024-08-13,8,Tuesday,Toys,Plush Toy,Ocean Tales,Pop-Up Event,East Coast,20.84,1,20.84,5,1.04,19.8,4,0
14648,2024-08-13,8,Tuesday,Apparel,Hoodie,Enchanted Forest,Theme Park Shop,West Coast,51.21,3,153.63,20,30.73,122.9,5,0
14649,2024-08-13,8,Tuesday,Toys,Puzzle,Hero Squad,Online Store,West Coast,27.67,1,27.67,10,2.77,24.9,1,0
14650,2024-08-14,8,Wednesday,Collectibles,Limited Print,Enchanted Forest,Theme Park Shop,Midwest,47.8,1,47.8,10,4.78,43.02,4,0
14651,2024-08-14,8,Wednesday,Apparel,Dress,Ocean Tales,Theme Park Shop,East Coast,53.57,2,107.14,20,21.43,85.71,4,0
14652,2024-08-14,8,Wednesday,Toys,Building Set,Fantasy Kingdom,Online Store,Midwest,35.51,1,35.51,0,0.0,35.51,5,1
14653,2024-08-14,8,Wednesday,Toys,Building Set,Enchanted Forest,Online Store,Midwest,41.32,2,82.64,0,0.0,82.64,5,0
14654,2024-08-14,8,Wednesday,Collectibles,Limited Print,Ocean Tales,Theme Park Shop,Midwest,44.69,1,44.69,25,11.17,33.52,5,0
14655,2024-08-14,8,Wednesday,Home,Wall Art,Ocean Tales,Retail Partner,West Coast,20.17,1,20.17,10,2.02,18.15,5,0
14656,2024-08-14,8,Wednesday,Apparel,Hat,Hero Squad,Theme Park Shop,East Coast,47.89,2,95.78,0,0.0,95.78,4,0
14657,2024-08-14,8,Wednesday,Toys,Board Game,Space Rangers,Theme Park Shop,East Coast,39.64,1,39.64,15,5.95,33.69,4,0
14658,2024-08-14,8,Wednesday,Accessories,Pin Set,Fantasy Kingdom,Online Store,East Coast,29.21,1,29.21,0,0.0,29.21,5,0
14659,2024-08-15,8,Thursday,Accessories,Backpack,Space Rangers,Retail Partner,Midwest,16.51,1,16.51,5,0.83,15.68,5,0
14660,2024-08-15,8,Thursday,Apparel,Jacket,Hero Squad,Theme Park Shop,Southeast,26.63,1,26.63,20,5.33,21.3,4,0
14661,2024-08-15,8,Thursday,Collectibles,Coin Set,Hero Squad,Retail Partner,East Coast,77.82,1,77.82,0,0.0,77.82,3,0
14662,2024-08-15,8,Thursday,Toys,Plush Toy,Ocean Tales,Theme Park Shop,Midwest,41.97,2,83.94,25,20.98,62.96,2,0
14663,2024-08-15,8,Thursday,Apparel,Jacket,Hero Squad,Online Store,West Coast,45.83,1,45.83,0,0.0,45.83,4,0
14664,2024-08-15,8,Thursday,Toys,Plush Toy,Ocean Tales,Pop-Up Event,Midwest,19.02,5,95.1,5,4.75,90.35,3,1
14665,2024-08-15,8,Thursday,Accessories,Watch,Ocean Tales,Online Store,West Coast,18.26,3,54.78,0,0.0,54.78,5,0
14666,2024-08-15,8,Thursday,Home,Ornament,Space Rangers,Retail Partner,International,26.26,3,78.78,15,11.82,66.96,2,0
14667,2024-08-15,8,Thursday,Collectibles,Vinyl Figure,Hero Squad,Retail Partner,East Coast,54.87,1,54.87,5,2.74,52.13,5,0
14668,2024-08-15,8,Thursday,Apparel,Jacket,Ocean Tales,Online Store,Midwest,29.2,3,87.6,0,0.0,87.6,4,0
14669,2024-08-15,8,Thursday,Toys,Board Game,Space Rangers,Online Store,International,38.05,4,152.2,0,0.0,152.2,2,0
14670,2024-08-15,8,Thursday,Home,Candle,Hero Squad,Online Store,Southeast,15.52,2,31.04,15,4.66,26.38,5,0
14671,2024-08-15,8,Thursday,Accessories,Keychain,Fantasy Kingdom,Online Store,Midwest,22.11,1,22.11,0,0.0,22.11,4,0
14672,2024-08-15,8,Thursday,Apparel,T-Shirt,Ocean Tales,Retail Partner,West Coast,33.19,1,33.19,5,1.66,31.53,5,0
14673,2024-08-16,8,Friday,Toys,Puzzle,Enchanted Forest,Theme Park Shop,East Coast,40.92,1,40.92,10,4.09,36.83,5,0
14674,2024-08-16,8,Friday,Collectibles,Vinyl Figure,Fantasy Kingdom,Theme Park Shop,International,41.1,1,41.1,20,8.22,32.88,5,0
14675,2024-08-16,8,Friday,Collectibles,Limited Print,Fantasy Kingdom,Online Store,Midwest,32.64,1,32.64,10,3.26,29.38,3,0
14676,2024-08-16,8,Friday,Toys,Action Figure,Fantasy Kingdom,Theme Park Shop,West Coast,29.79,4,119.16,15,17.87,101.29,2,0
14677,2024-08-16,8,Friday,Accessories,Pin Set,Space Rangers,Online Store,Midwest,16.7,2,33.4,0,0.0,33.4,2,0
14678,2024-08-16,8,Friday,Toys,Building Set,Space Rangers,Retail Partner,Midwest,22.78,3,68.34,0,0.0,68.34,3,0
14679,2024-08-16,8,Friday,Home,Ornament,Ocean Tales,Pop-Up Event,East Coast,23.37,1,23.37,0,0.0,23.37,5,0
14680,2024-08-16,8,Friday,Collectibles,Vinyl Figure,Space Rangers,Online Store,Midwest,73.82,1,73.82,15,11.07,62.75,4,0
14681,2024-08-16,8,Friday,Accessories,Pin Set,Fantasy Kingdom,Online Store,Midwest,16.57,3,49.71,10,4.97,44.74,3,0
14682,2024-08-16,8,Friday,Apparel,Hat,Hero Squad,Online Store,West Coast,48.28,1,48.28,15,7.24,41.04,3,0
14683,2024-08-16,8,Friday,Collectibles,Limited Print,Enchanted Forest,Online Store,Midwest,60.96,4,243.84,20,48.77,195.07,5,0
14684,2024-08-16,8,Friday,Collectibles,Vinyl Figure,Enchanted Forest,Retail Partner,West Coast,45.99,2,91.98,20,18.4,73.58,4,0
14685,2024-08-16,8,Friday,Toys,Action Figure,Ocean Tales,Pop-Up Event,East Coast,34.95,3,104.85,0,0.0,104.85,5,0
14686,2024-08-16,8,Friday,Apparel,Jacket,Enchanted Forest,Online Store,Southeast,34.38,5,171.9,5,8.6,163.3,5,0
14687,2024-08-16,8,Friday,Collectibles,Coin Set,Ocean Tales,Online Store,West Coast,62.77,5,313.85,10,31.39,282.46,5,0
14688,2024-08-16,8,Friday,Toys,Action Figure,Fantasy Kingdom,Retail Partner,East Coast,43.51,1,43.51,15,6.53,36.98,3,0
14689,2024-08-17,8,Saturday,Apparel,Hat,Space Rangers,Online Store,Southeast,56.38,2,112.76,10,11.28,101.48,4,0
14690,2024-08-17,8,Saturday,Collectibles,Art Book,Enchanted Forest,Online Store,Southeast,80.72,2,161.44,10,16.14,145.3,4,0
14691,2024-08-17,8,Saturday,Home,Wall Art,Ocean Tales,Pop-Up Event,West Coast,22.9,2,45.8,0,0.0,45.8,5,1
14692,2024-08-17,8,Saturday,Home,Candle,Ocean Tales,Online Store,International,26.45,1,26.45,0,0.0,26.45,4,0
14693,2024-08-17,8,Saturday,Collectibles,Vinyl Figure,Hero Squad,Retail Partner,East Coast,53.31,1,53.31,15,8.0,45.31,3,0
14694,2024-08-17,8,Saturday,Home,Ornament,Hero Squad,Theme Park Shop,Midwest,19.75,5,98.75,10,9.88,88.87,3,1
14695,2024-08-17,8,Saturday,Collectibles,Art Book,Enchanted Forest,Pop-Up Event,East Coast,76.63,2,153.26,15,22.99,130.27,4,0
14696,2024-08-17,8,Saturday,Collectibles,Art Book,Fantasy Kingdom,Online Store,West Coast,53.88,1,53.88,0,0.0,53.88,3,0
14697,2024-08-17,8,Saturday,Collectibles,Art Book,Hero Squad,Theme Park Shop,Midwest,57.21,1,57.21,0,0.0,57.21,4,0
14698,2024-08-17,8,Saturday,Collectibles,Vinyl Figure,Space Rangers,Online Store,West Coast,60.83,2,121.66,0,0.0,121.66,5,1
14699,2024-08-17,8,Saturday,Apparel,T-Shirt,Enchanted Forest,Online Store,Midwest,47.37,1,47.37,0,0.0,47.37,1,0
14700,2024-08-17,8,Saturday,Collectibles,Figurine,Ocean Tales,Retail Partner,West Coast,73.59,4,294.36,0,0.0,294.36,4,0
14701,2024-08-17,8,Saturday,Collectibles,Vinyl Figure,Fantasy Kingdom,Retail Partner,Midwest,65.08,1,65.08,15,9.76,55.32,5,0
14702,2024-08-17,8,Saturday,Accessories,Watch,Ocean Tales,Retail Partner,East Coast,17.98,1,17.98,0,0.0,17.98,4,0
14703,2024-08-17,8,Saturday,Collectibles,Art Book,Hero Squad,Online Store,International,34.4,1,34.4,0,0.0,34.4,3,0
14704,2024-08-17,8,Saturday,Home,Mug,Hero Squad,Retail Partner,West Coast,16.12,3,48.36,5,2.42,45.94,3,0
14705,2024-08-17,8,Saturday,Apparel,Dress,Hero Squad,Retail Partner,International,27.17,2,54.34,0,0.0,54.34,3,0
14706,2024-08-17,8,Saturday,Accessories,Pin Set,Ocean Tales,Theme Park Shop,International,29.34,1,29.34,0,0.0,29.34,2,0
14707,2024-08-17,8,Saturday,Toys,Action Figure,Fantasy Kingdom,Theme Park Shop,Midwest,27.99,5,139.95,20,27.99,111.96,4,0
14708,2024-08-18,8,Sunday,Toys,Puzzle,Enchanted Forest,Online Store,West Coast,25.95,1,25.95,0,0.0,25.95,3,0
14709,2024-08-18,8,Sunday,Accessories,Phone Case,Enchanted Forest,Theme Park Shop,East Coast,16.55,2,33.1,0,0.0,33.1,4,0
14710,2024-08-18,8,Sunday,Apparel,Dress,Ocean Tales,Online Store,Midwest,37.75,1,37.75,0,0.0,37.75,4,0
14711,2024-08-18,8,Sunday,Toys,Action Figure,Fantasy Kingdom,Retail Partner,East Coast,30.34,4,121.36,0,0.0,121.36,5,0
14712,2024-08-18,8,Sunday,Home,Ornament,Fantasy Kingdom,Pop-Up Event,International,30.31,4,121.24,0,0.0,121.24,4,0
14713,2024-08-18,8,Sunday,Collectibles,Figurine,Enchanted Forest,Online Store,International,49.72,2,99.44,10,9.94,89.5,3,0
14714,2024-08-18,8,Sunday,Toys,Action Figure,Hero Squad,Online Store,Midwest,21.39,3,64.17,25,16.04,48.13,5,0
14715,2024-08-18,8,Sunday,Collectibles,Art Book,Fantasy Kingdom,Theme Park Shop,West Coast,39.17,1,39.17,25,9.79,29.38,5,0
14716,2024-08-18,8,Sunday,Apparel,Hoodie,Ocean Tales,Online Store,East Coast,34.21,2,68.42,0,0.0,68.42,5,0
14717,2024-08-18,8,Sunday,Home,Wall Art,Hero Squad,Online Store,East Coast,15.33,1,15.33,0,0.0,15.33,3,1
14718,2024-08-18,8,Sunday,Apparel,T-Shirt,Fantasy Kingdom,Online Store,West Coast,37.34,3,112.02,0,0.0,112.02,2,0
14719,2024-08-18,8,Sunday,Accessories,Pin Set,Fantasy Kingdom,Pop-Up Event,East Coast,25.74,2,51.48,0,0.0,51.48,5,0
14720,2024-08-18,8,Sunday,Apparel,Hoodie,Hero Squad,Online Store,East Coast,38.82,2,77.64,25,19.41,58.23,4,0
14721,2024-08-18,8,Sunday,Collectibles,Coin Set,Space Rangers,Online Store,Midwest,53.08,3,159.24,0,0.0,159.24,2,0
14722,2024-08-18,8,Sunday,Accessories,Keychain,Ocean Tales,Theme Park Shop,East Coast,15.92,1,15.92,20,3.18,12.74,3,0
14723,2024-08-18,8,Sunday,Collectibles,Vinyl Figure,Fantasy Kingdom,Theme Park Shop,International,61.99,1,61.99,15,9.3,52.69,2,0
14724,2024-08-18,8,Sunday,Home,Blanket,Space Rangers,Online Store,West Coast,33.46,3,100.38,25,25.09,75.29,5,0
14725,2024-08-18,8,Sunday,Home,Blanket,Space Rangers,Pop-Up Event,East Coast,26.54,1,26.54,0,0.0,26.54,3,0
14726,2024-08-18,8,Sunday,Home,Blanket,Space Rangers,Online Store,Southeast,34.9,1,34.9,20,6.98,27.92,5,0
14727,2024-08-18,8,Sunday,Accessories,Phone Case,Ocean Tales,Pop-Up Event,East Coast,22.23,2,44.46,0,0.0,44.46,4,0
14728,2024-08-18,8,Sunday,Collectibles,Figurine,Fantasy Kingdom,Retail Partner,West Coast,55.96,4,223.84,0,0.0,223.84,3,1
14729,2024-08-18,8,Sunday,Toys,Puzzle,Fantasy Kingdom,Online Store,East Coast,42.86,1,42.86,0,0.0,42.86,4,0
14730,2024-08-18,8,Sunday,Accessories,Watch,Ocean Tales,Online Store,East Coast,26.88,1,26.88,20,5.38,21.5,5,0
14731,2024-08-18,8,Sunday,Accessories,Backpack,Ocean Tales,Theme Park Shop,Midwest,19.46,1,19.46,0,0.0,19.46,4,0
14732,2024-08-18,8,Sunday,Apparel,T-Shirt,Hero Squad,Theme Park Shop,Midwest,32.22,1,32.22,25,8.05,24.17,5,0
14733,2024-08-19,8,Monday,Collectibles,Figurine,Space Rangers,Online Store,International,53.36,3,160.08,20,32.02,128.06,4,0
14734,2024-08-19,8,Monday,Home,Wall Art,Enchanted Forest,Retail Partner,Southeast,30.16,1,30.16,0,0.0,30.16,4,0
14735,2024-08-19,8,Monday,Accessories,Keychain,Space Rangers,Online Store,East Coast,18.31,1,18.31,10,1.83,16.48,4,0
14736,2024-08-19,8,Monday,Toys,Plush Toy,Fantasy Kingdom,Theme Park Shop,Southeast,42.35,1,42.35,20,8.47,33.88,4,0
14737,2024-08-19,8,Monday,Apparel,Hoodie,Ocean Tales,Online Store,Southeast,44.68,1,44.68,25,11.17,33.51,4,0
14738,2024-08-19,8,Monday,Apparel,Jacket,Enchanted Forest,Retail Partner,West Coast,53.85,2,107.7,10,10.77,96.93,4,0
14739,2024-08-19,8,Monday,Toys,Action Figure,Fantasy Kingdom,Online Store,West Coast,38.85,1,38.85,0,0.0,38.85,4,0
14740,2024-08-19,8,Monday,Collectibles,Limited Print,Fantasy Kingdom,Theme Park Shop,Midwest,58.93,1,58.93,0,0.0,58.93,3,0
14741,2024-08-19,8,Monday,Home,Blanket,Ocean Tales,Retail Partner,West Coast,24.32,2,48.64,15,7.3,41.34,4,0
14742,2024-08-19,8,Monday,Accessories,Phone Case,Space Rangers,Retail Partner,Midwest,16.88,1,16.88,0,0.0,16.88,5,1
14743,2024-08-19,8,Monday,Toys,Action Figure,Ocean Tales,Online Store,East Coast,42.37,1,42.37,25,10.59,31.78,3,0
14744,2024-08-19,8,Monday,Apparel,T-Shirt,Ocean Tales,Theme Park Shop,East Coast,44.33,2,88.66,5,4.43,84.23,4,0
14745,2024-08-19,8,Monday,Apparel,Dress,Space Rangers,Pop-Up Event,International,48.26,1,48.26,5,2.41,45.85,5,1
14746,2024-08-19,8,Monday,Apparel,Jacket,Ocean Tales,Online Store,Southeast,36.07,2,72.14,15,10.82,61.32,5,0
14747,2024-08-19,8,Monday,Home,Wall Art,Space Rangers,Online Store,West Coast,33.95,1,33.95,0,0.0,33.95,5,0
14748,2024-08-19,8,Monday,Toys,Action Figure,Enchanted Forest,Theme Park Shop,East Coast,38.04,1,38.04,20,7.61,30.43,3,0
14749,2024-08-19,8,Monday,Apparel,Hat,Fantasy Kingdom,Theme Park Shop,Southeast,33.49,2,66.98,25,16.75,50.23,4,0
14750,2024-08-19,8,Monday,Collectibles,Coin Set,Fantasy Kingdom,Online Store,East Coast,43.1,4,172.4,5,8.62,163.78,3,0
14751,2024-08-19,8,Monday,Apparel,Jacket,Fantasy Kingdom,Pop-Up Event,West Coast,50.21,1,50.21,25,12.55,37.66,4,0
14752,2024-08-19,8,Monday,Collectibles,Coin Set,Ocean Tales,Theme Park Shop,International,74.58,4,298.32,5,14.92,283.4,5,0
14753,2024-08-19,8,Monday,Home,Blanket,Enchanted Forest,Retail Partner,West Coast,24.7,1,24.7,25,6.17,18.53,4,0
14754,2024-08-19,8,Monday,Toys,Building Set,Enchanted Forest,Online Store,West Coast,39.68,1,39.68,15,5.95,33.73,3,0
14755,2024-08-19,8,Monday,Toys,Plush Toy,Enchanted Forest,Online Store,International,22.02,1,22.02,25,5.5,16.52,4,0
14756,2024-08-19,8,Monday,Collectibles,Vinyl Figure,Hero Squad,Theme Park Shop,Midwest,44.57,2,89.14,20,17.83,71.31,4,0
14757,2024-08-19,8,Monday,Home,Mug,Space Rangers,Theme Park Shop,East Coast,30.36,1,30.36,10,3.04,27.32,3,0
14758,2024-08-19,8,Monday,Toys,Building Set,Enchanted Forest,Theme Park Shop,West Coast,41.92,1,41.92,20,8.38,33.54,2,0
14759,2024-08-20,8,Tuesday,Home,Candle,Hero Squad,Online Store,West Coast,27.44,1,27.44,15,4.12,23.32,3,0
14760,2024-08-20,8,Tuesday,Apparel,Hat,Space Rangers,Theme Park Shop,Southeast,28.28,2,56.56,25,14.14,42.42,5,1
14761,2024-08-20,8,Tuesday,Apparel,Hoodie,Ocean Tales,Theme Park Shop,Southeast,28.33,4,113.32,0,0.0,113.32,5,0
14762,2024-08-20,8,Tuesday,Home,Wall Art,Hero Squad,Online Store,East Coast,33.74,1,33.74,0,0.0,33.74,2,0
14763,2024-08-20,8,Tuesday,Accessories,Phone Case,Hero Squad,Retail Partner,West Coast,16.29,1,16.29,0,0.0,16.29,5,1
14764,2024-08-20,8,Tuesday,Accessories,Pin Set,Ocean Tales,Online Store,East Coast,26.69,2,53.38,0,0.0,53.38,5,0
14765,2024-08-20,8,Tuesday,Accessories,Pin Set,Ocean Tales,Pop-Up Event,Southeast,15.19,3,45.57,0,0.0,45.57,5,0
14766,2024-08-20,8,Tuesday,Home,Mug,Enchanted Forest,Theme Park Shop,Southeast,24.52,4,98.08,0,0.0,98.08,4,0
14767,2024-08-20,8,Tuesday,Accessories,Watch,Space Rangers,Theme Park Shop,Southeast,31.0,3,93.0,5,4.65,88.35,4,1
14768,2024-08-20,8,Tuesday,Collectibles,Art Book,Space Rangers,Online Store,Midwest,33.86,1,33.86,5,1.69,32.17,4,0
14769,2024-08-20,8,Tuesday,Apparel,Hat,Enchanted Forest,Online Store,East Coast,40.79,1,40.79,0,0.0,40.79,4,1
14770,2024-08-20,8,Tuesday,Collectibles,Figurine,Hero Squad,Online Store,West Coast,33.95,3,101.85,25,25.46,76.39,5,1
14771,2024-08-20,8,Tuesday,Toys,Puzzle,Fantasy Kingdom,Online Store,Southeast,34.52,2,69.04,5,3.45,65.59,5,0
14772,2024-08-20,8,Tuesday,Apparel,Hat,Space Rangers,Theme Park Shop,West Coast,39.02,1,39.02,0,0.0,39.02,4,0
14773,2024-08-20,8,Tuesday,Collectibles,Limited Print,Space Rangers,Theme Park Shop,International,66.32,2,132.64,15,19.9,112.74,3,0
14774,2024-08-20,8,Tuesday,Accessories,Watch,Enchanted Forest,Online Store,Midwest,17.48,1,17.48,5,0.87,16.61,3,0
14775,2024-08-20,8,Tuesday,Accessories,Watch,Enchanted Forest,Online Store,International,29.01,2,58.02,0,0.0,58.02,4,0
14776,2024-08-20,8,Tuesday,Apparel,Dress,Fantasy Kingdom,Theme Park Shop,East Coast,48.84,2,97.68,0,0.0,97.68,3,0
14777,2024-08-20,8,Tuesday,Toys,Puzzle,Space Rangers,Theme Park Shop,International,38.89,1,38.89,0,0.0,38.89,3,0
14778,2024-08-20,8,Tuesday,Home,Blanket,Hero Squad,Theme Park Shop,Southeast,29.17,2,58.34,25,14.59,43.75,3,0
14779,2024-08-20,8,Tuesday,Apparel,Hat,Ocean Tales,Online Store,East Coast,49.76,1,49.76,5,2.49,47.27,5,0
